typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,780,TTO,Trinidad and Tobago,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.316,True,0.0,False,,92.213,92.213,4,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,1584.137,True,0.0,False,,684157.587,684157.587,4,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,788,TUN,Tunisia,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,875.808,True,0.0,False,,336146.773,336146.773,4,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,792,TUR,T�rkiye,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,78.893,True,0.0,False,,52216.659,52216.659,4,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,804,UKR,Ukraine,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14.0,False,8,kg,14.0,False,14.0,False,0.0,False,,691.597,691.597,0,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,807,MKD,North Macedonia,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,86207.409,True,-1,,0.0,False,309.453,True,0.0,False,,364733.851,364733.851,6,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,826,GBR,United Kingdom,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,2022.978,True,0.0,False,,812841.877,812841.877,4,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,842,USA,United States,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,23368.686,True,0.0,False,,7050684.571,7050684.571,4,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,854,BFA,Burkina Faso,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,10.0,False,0.0,False,,1929.138,1929.138,0,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,858,URY,Uruguay,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,117.374,True,-1,,0.0,False,13.0,False,0.0,False,,278.735,278.735,2,False,True
C,A,20240101,2024,52,2024,620,PRT,Portugal,X,Export,887,YEM,Yemen,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,8,kg,2.0,False,2.0,False,0.0,False,,484.118,484.118,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,0,W00,World,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,5464984.796,5464984.796,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,48,BHR,Bahrain,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,28062.087,28062.087,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,56,BEL,Belgium,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,65947.801,65947.801,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,251,FRA,France,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,125435.987,125435.987,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,276,DEU,Germany,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,26131.593,26131.593,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,348,HUN,Hungary,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,6309.066,6309.066,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,414,KWT,Kuwait,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,12343.132,12343.132,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,512,OMN,Oman,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,7194.505,7194.505,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,528,NLD,Netherlands,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,212336.81,212336.81,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,757,CHE,Switzerland,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,10810.989,10810.989,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,784,ARE,United Arab Emirates,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,193901.37,193901.37,0,False,True
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,826,GBR,United Kingdom,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,4708535.633,4708535.633,0,False,True
